,Location,Area,Bed,Bath,Price
0,"Banani, Dhaka","1,700 sqft",3,4,65 Thousand
1,"Baridhara DOHS, Dhaka","1,485 sqft",3,3,40 Thousand
2,"Cantonment, Dhaka","1,450 sqft",3,4,30 Thousand
3,"Gulshan 1, Gulshan, Dhaka","2,800 sqft",3,3,85 Thousand
4,"Gulshan 2, Gulshan, Dhaka","2,550 sqft",3,4,1.5 Lakh
5,"Block F, Bashundhara R-A, Dhaka","1,850 sqft",3,3,32 Thousand
6,"Block H, Bashundhara R-A, Dhaka","2,200 sqft",4,4,50 Thousand
7,"Sector 4, Uttara, Dhaka","1,875 sqft",3,3,40 Thousand
8,"Shantinagar, Dhaka","1,200 sqft",3,3,30 Thousand
9,"Shantinagar, Dhaka","1,620 sqft",4,4,35 Thousand
10,"Block A, Lalmatia, Dhaka","1,750 sqft",3,3,45 Thousand
11,"Sector 4, Uttara, Dhaka","1,200 sqft",3,3,25 Thousand
12,"Banani, Dhaka","2,450 sqft",4,4,65 Thousand
13,"Sector 7, Uttara, Dhaka","2,200 sqft",3,4,48 Thousand
14,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
15,"Mohakhali DOHS, Dhaka","2,750 sqft",3,3,1.5 Lakh
16,"Mohakhali DOHS, Dhaka","2,750 sqft",3,4,1.5 Lakh
17,"Sector 11, Uttara, Dhaka","1,850 sqft",3,3,28 Thousand
18,"Block D, Mohanagar Housing, West Rampura, Rampura, Dhaka","1,600 sqft",3,4,45 Thousand
19,"Bashundhara R-A, Dhaka","1,800 sqft",4,4,40 Thousand
20,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
21,"Mohakhali DOHS, Dhaka","2,750 sqft",3,3,1.5 Lakh
22,"Block F, Bashundhara R-A, Dhaka","2,450 sqft",4,3,49 Thousand
23,"Pirerbag, Mirpur, Dhaka","1,200 sqft",3,3,17 Thousand
24,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
25,"Block D, Bashundhara R-A, Dhaka","1,400 sqft",3,3,28 Thousand
26,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
27,"Block J, Bashundhara R-A, Dhaka","1,650 sqft",3,3,22 Thousand
28,"Block J, Bashundhara R-A, Dhaka","1,650 sqft",3,3,22 Thousand
29,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
30,"Mohammadi Housing LTD., Mohammadpur, Dhaka","1,100 sqft",3,3,16.5 Thousand
31,"Pirerbag, Mirpur, Dhaka",850 sqft,2,2,9 Thousand
32,"Motijheel Extension, Motijheel, Dhaka","1,615 sqft",3,2,22 Thousand
33,"Kalabagan, Dhaka","1,100 sqft",2,3,23 Thousand
34,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",650 sqft,2,2,11.5 Thousand
35,"Banani, Dhaka","2,600 sqft",3,4,1.2 Lakh
36,"West Shewrapara, Mirpur, Dhaka","1,150 sqft",3,3,16 Thousand
37,"West Shewrapara, Mirpur, Dhaka",550 sqft,1,1,12 Thousand
38,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,3,24 Thousand
39,"Sector 10, Uttara, Dhaka","1,730 sqft",3,4,27 Thousand
40,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
41,"Block G, Bashundhara R-A, Dhaka","1,650 sqft",4,4,34.5 Thousand
42,"Block E, Bashundhara R-A, Dhaka","1,550 sqft",3,3,20 Thousand
43,"Bashundhara R-A, Dhaka","1,800 sqft",4,4,40 Thousand
44,"Block B, Section 6, Mirpur, Dhaka","1,070 sqft",3,2,21 Thousand
45,"Block F, Bashundhara R-A, Dhaka","2,200 sqft",4,4,30 Thousand
46,"Sector 12, Uttara, Dhaka","1,500 sqft",3,4,35 Thousand
47,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,39 Thousand
48,"Senpara Parbata, Section 10, Mirpur, Dhaka",750 sqft,2,2,14.5 Thousand
49,"Hatirpool, Dhaka",700 sqft,2,2,20 Thousand
50,"Block B, Bashundhara R-A, Dhaka","2,000 sqft",4,3,50 Thousand
51,"Shyamoli, Dhaka","1,240 sqft",3,3,19 Thousand
52,"PC Culture Housing, Mohammadpur, Dhaka",800 sqft,2,2,14 Thousand
53,"East Shewrapara, Mirpur, Dhaka","1,300 sqft",3,3,22 Thousand
54,"Block C, Bashundhara R-A, Dhaka","1,250 sqft",3,3,23 Thousand
55,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
56,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",3,4,40 Thousand
57,"Banani, Dhaka","3,000 sqft",4,5,60 Thousand
58,"Block C, Bashundhara R-A, Dhaka","1,810 sqft",3,3,30 Thousand
59,"Sector 4, Uttara, Dhaka","1,400 sqft",3,3,23 Thousand
60,"Block C, Bashundhara R-A, Dhaka","1,600 sqft",3,3,22 Thousand
61,"Block G, Bashundhara R-A, Dhaka","1,550 sqft",3,4,25 Thousand
62,"Shantibag, Malibagh, Dhaka","1,075 sqft",3,3,25 Thousand
63,"Block F, Bashundhara R-A, Dhaka","2,300 sqft",4,4,50 Thousand
64,"Block D, Section 10, Mirpur, Dhaka",600 sqft,2,1,7.5 Thousand
65,"Block I, Bashundhara R-A, Dhaka","1,400 sqft",3,2,44 Thousand
66,"Block I, Bashundhara R-A, Dhaka","1,050 sqft",2,2,17 Thousand
67,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",4,4,2 Lakh
68,"Bashundhara R-A, Dhaka","1,800 sqft",4,4,40 Thousand
69,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
70,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
71,"Mohammadpur, Dhaka","2,700 sqft",3,4,60 Thousand
72,"Bashundhara R-A, Dhaka","1,800 sqft",4,4,40 Thousand
73,"Gulshan 2, Gulshan, Dhaka","5,800 sqft",4,4,6.5 Lakh
74,"Dhanmondi, Dhaka","2,700 sqft",3,3,90 Thousand
75,"Bashundhara R-A, Dhaka","1,800 sqft",4,4,40 Thousand
76,"Mohammadpur, Dhaka","2,700 sqft",3,3,60 Thousand
77,"Mohammadpur, Dhaka","2,700 sqft",3,3,60 Thousand
78,"Gulshan 1, Gulshan, Dhaka","2,000 sqft",3,3,75 Thousand
79,"Gulshan 1, Gulshan, Dhaka","2,000 sqft",3,3,85 Thousand
80,"Sector 3, Uttara, Dhaka","1,500 sqft",3,3,26 Thousand
81,"Baridhara, Dhaka","2,800 sqft",4,5,1.6 Lakh
82,"Baridhara, Dhaka","6,300 sqft",4,5,4 Lakh
83,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
84,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
85,"Mohammadia Housing Society, Mohammadpur, Dhaka","1,550 sqft",3,3,34 Thousand
86,"Shantinagar, Dhaka","1,620 sqft",4,4,35 Thousand
87,"Priyanka City, Sector 12, Uttara, Dhaka",920 sqft,2,2,16 Thousand
88,"Gulshan 1, Gulshan, Dhaka","2,700 sqft",4,4,70 Thousand
89,"Baridhara, Dhaka","6,300 sqft",4,5,4 Lakh
90,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka","2,400 sqft",4,4,40 Thousand
91,"Sector 14, Uttara, Dhaka",900 sqft,2,2,14 Thousand
92,"PC Culture Housing, Mohammadpur, Dhaka",760 sqft,2,2,15 Thousand
93,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka","1,000 sqft",3,2,17 Thousand
94,"Block F, Bashundhara R-A, Dhaka",800 sqft,2,2,17.6 Thousand
95,"Sector 6, Uttara, Dhaka","1,000 sqft",2,2,23 Thousand
96,"Rampura, Dhaka",780 sqft,2,2,14 Thousand
97,"Banani, Dhaka","1,675 sqft",4,4,50 Thousand
98,"Sector 12, Uttara, Dhaka",900 sqft,2,2,16 Thousand
99,"Block B, Niketan, Dhaka","1,800 sqft",3,4,65 Thousand
100,"Block C, Aftab Nagar, Dhaka","1,700 sqft",3,4,30 Thousand
101,"Gulshan 2, Gulshan, Dhaka","3,500 sqft",4,4,1.7 Lakh
102,"Banani, Dhaka","2,800 sqft",3,4,1.25 Lakh
103,"Sector 13, Uttara, Dhaka","2,146 sqft",3,4,55 Thousand
104,"Gulshan 1, Gulshan, Dhaka","2,000 sqft",3,3,85 Thousand
105,"Mohammadpur, Dhaka","1,860 sqft",3,3,45 Thousand
106,"Sector 11, Uttara, Dhaka",900 sqft,2,2,17 Thousand
107,"Block F, Bashundhara R-A, Dhaka",700 sqft,2,2,17 Thousand
108,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",4,4,2 Lakh
109,"Dhanmondi, Dhaka",680 sqft,2,2,20 Thousand
110,"Block D, Bashundhara R-A, Dhaka","1,700 sqft",3,4,45 Thousand
111,"Hazaribag, Dhaka","1,200 sqft",3,2,20 Thousand
112,"Shyamoli, Dhaka","1,700 sqft",3,3,28 Thousand
113,"Block A, Bashundhara R-A, Dhaka","2,100 sqft",3,4,40 Thousand
114,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka","1,250 sqft",3,3,18 Thousand
115,"Block F, Bashundhara R-A, Dhaka","2,300 sqft",4,4,55 Thousand
116,"Block I, Bashundhara R-A, Dhaka","1,300 sqft",2,4,30 Thousand
117,"Kalabagan, Dhaka","1,600 sqft",3,4,34 Thousand
118,"Mohammadia Housing Society, Mohammadpur, Dhaka",600 sqft,2,2,12 Thousand
119,"Badda, Dhaka",850 sqft,2,2,20 Thousand
120,"Gulshan 1, Gulshan, Dhaka","3,244 sqft",4,4,1.2 Lakh
121,"Block F, Bashundhara R-A, Dhaka","1,450 sqft",3,3,22 Thousand
122,"Banani, Dhaka","2,600 sqft",4,4,1.2 Lakh
123,"Senpara Parbata, Section 10, Mirpur, Dhaka",900 sqft,2,2,13 Thousand
124,"Baridhara, Dhaka","2,800 sqft",4,4,1.7 Lakh
125,"Avenue 7, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,4,40 Thousand
126,"Block I, Bashundhara R-A, Dhaka","1,465 sqft",3,3,25 Thousand
127,"Block B, Bashundhara R-A, Dhaka","2,500 sqft",4,4,40 Thousand
128,"Sector 9, Uttara, Dhaka","2,000 sqft",3,4,35 Thousand
129,"Block E, Bashundhara R-A, Dhaka","1,530 sqft",3,4,42 Thousand
130,"Uttar Badda, Badda, Dhaka",750 sqft,2,2,17 Thousand
131,"Shahjahanpur, Dhaka",700 sqft,2,2,18 Thousand
132,"Block F, Bashundhara R-A, Dhaka",800 sqft,2,2,18 Thousand
133,"Block D, Bashundhara R-A, Dhaka","2,100 sqft",3,5,30 Thousand
134,"Hatirpool, Dhaka",700 sqft,2,2,20 Thousand
135,"Sector 7, Uttara, Dhaka",950 sqft,2,2,20 Thousand
136,"Block D, Bashundhara R-A, Dhaka","1,325 sqft",3,3,22 Thousand
137,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",3,4,40 Thousand
138,"Block B, Bashundhara R-A, Dhaka","1,975 sqft",3,3,37 Thousand
139,"Block D, Bashundhara R-A, Dhaka","1,400 sqft",3,3,28 Thousand
140,"Gulshan 2, Gulshan, Dhaka","2,300 sqft",3,3,80 Thousand
141,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",4,4,2 Lakh
142,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",4,5,45 Thousand
143,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",4,5,45 Thousand
144,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,30 Thousand
145,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka","1,150 sqft",3,2,13 Thousand
146,"Shantinagar, Dhaka",800 sqft,2,2,22 Thousand
147,"Block E, Banasree, Dhaka","1,125 sqft",3,3,21 Thousand
148,"Sector 13, Uttara, Dhaka",800 sqft,2,1,10 Thousand
149,"Sector 11, Uttara, Dhaka","1,600 sqft",3,4,65 Thousand
150,"Block J, Bashundhara R-A, Dhaka","2,500 sqft",4,5,35 Thousand
151,"Banani, Dhaka","2,150 sqft",3,3,80 Thousand
152,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",4,5,45 Thousand
153,"Sector 10, Uttara, Dhaka","1,550 sqft",3,4,45 Thousand
154,"Block J, Bashundhara R-A, Dhaka","2,000 sqft",4,5,35 Thousand
155,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka","1,420 sqft",3,3,18 Thousand
156,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka","1,100 sqft",3,2,17 Thousand
157,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka","1,100 sqft",3,3,18 Thousand
158,"Block K, Baridhara, Dhaka","2,800 sqft",3,3,1.1 Lakh
159,"Block B, Mohanagar Housing, West Rampura, Rampura, Dhaka",900 sqft,2,2,15.5 Thousand
160,"Sector 11, Uttara, Dhaka",900 sqft,2,2,16 Thousand
161,"Mohammadpur, Dhaka",720 sqft,2,2,15.5 Thousand
162,"Moddo Para, Khilkhet, Dhaka","1,200 sqft",3,3,16.5 Thousand
163,"Baridhara, Dhaka","4,200 sqft",4,4,4 Lakh
164,"Block B, Aftab Nagar, Dhaka","1,175 sqft",3,2,20 Thousand
165,"Kamarpara, Turag, Dhaka",960 sqft,2,2,14 Thousand
166,"Sector 10, Uttara, Dhaka","1,600 sqft",3,3,22 Thousand
167,"Block D, Bashundhara R-A, Dhaka","2,400 sqft",3,3,70 Thousand
168,"Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka",600 sqft,2,1,14.5 Thousand
169,"Shantibag, Malibagh, Dhaka","1,075 sqft",3,3,25 Thousand
170,"Kuril, Dhaka","1,200 sqft",3,3,22 Thousand
171,"Amligola, Lalbagh, Dhaka",950 sqft,2,1,15 Thousand
172,"Block B, Bashundhara R-A, Dhaka","1,400 sqft",3,3,23 Thousand
173,"Block D, Bashundhara R-A, Dhaka","1,450 sqft",3,3,28 Thousand
174,"Sector 13, Uttara, Dhaka","1,800 sqft",4,3,30 Thousand
175,"Block D, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
176,"Block E, Bashundhara R-A, Dhaka","2,000 sqft",3,4,30 Thousand
177,"Sector 13, Uttara, Dhaka",900 sqft,3,2,20 Thousand
178,"Sector 13, Uttara, Dhaka",900 sqft,3,2,19 Thousand
179,"Block E, Bashundhara R-A, Dhaka","1,650 sqft",4,3,30 Thousand
180,"Sector 11, Uttara, Dhaka",850 sqft,2,2,17 Thousand
181,"Block I, Bashundhara R-A, Dhaka","1,850 sqft",3,4,60 Thousand
182,"Sector 4, Uttara, Dhaka","1,500 sqft",3,4,50 Thousand
183,"Block D, Bashundhara R-A, Dhaka","1,450 sqft",3,3,26 Thousand
184,"Sector 13, Uttara, Dhaka","1,800 sqft",4,3,30 Thousand
185,"Shantinagar, Dhaka","1,325 sqft",3,3,30 Thousand
186,"Ibrahimpur, Dhaka","1,150 sqft",3,2,17 Thousand
187,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,4,35 Thousand
188,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",850 sqft,2,2,11 Thousand
189,"Gulshan 2, Gulshan, Dhaka","3,300 sqft",3,4,1.2 Lakh
190,"Taltola, Khilgaon, Dhaka","1,050 sqft",3,3,20 Thousand
191,"Shantinagar, Dhaka",700 sqft,2,2,25 Thousand
192,"Shantinagar, Dhaka","1,300 sqft",3,3,30 Thousand
193,"Banani, Dhaka","1,800 sqft",3,4,60 Thousand
194,"Sector 13, Uttara, Dhaka","1,000 sqft",2,2,18 Thousand
195,"Shah Ali Bag, Section 1, Mirpur, Dhaka",800 sqft,2,2,15 Thousand
196,"Badda, Dhaka",950 sqft,2,2,17 Thousand
197,"Gulshan 2, Gulshan, Dhaka","1,800 sqft",3,3,50 Thousand
198,"PC Culture Housing, Mohammadpur, Dhaka",720 sqft,2,2,14 Thousand
199,"Block A, Bashundhara R-A, Dhaka","1,888 sqft",3,4,40 Thousand
200,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
201,"Block F, Bashundhara R-A, Dhaka","2,450 sqft",4,3,34 Thousand
202,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",4,5,45 Thousand
203,"Block C, Bashundhara R-A, Dhaka","1,800 sqft",3,3,32 Thousand
204,"Block A, Bashundhara R-A, Dhaka","2,225 sqft",3,3,40 Thousand
205,"Sector 11, Uttara, Dhaka",900 sqft,2,2,24 Thousand
206,"2nd Lane, Gopibag, Motijheel, Dhaka","1,600 sqft",3,3,57 Thousand
207,"Meradia, Khilgaon, Dhaka","1,600 sqft",3,3,20 Thousand
208,"Meradia, Khilgaon, Dhaka","1,600 sqft",3,3,20 Thousand
209,"Sector 13, Uttara, Dhaka","1,800 sqft",4,3,40 Thousand
210,"Sector 10, Uttara, Dhaka","1,500 sqft",3,3,20 Thousand
211,"Gulshan 1, Gulshan, Dhaka","3,200 sqft",4,4,1 Lakh
212,"Block I, Bashundhara R-A, Dhaka","2,000 sqft",3,4,30 Thousand
213,"Sector 14, Uttara, Dhaka",900 sqft,2,2,17 Thousand
214,"Block G, Bashundhara R-A, Dhaka",800 sqft,2,2,18 Thousand
215,"Gulshan 2, Gulshan, Dhaka","4,500 sqft",4,4,2.1 Lakh
216,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",950 sqft,2,2,15 Thousand
217,"Sector 12, Uttara, Dhaka","1,650 sqft",3,3,35 Thousand
218,"Meradia, Khilgaon, Dhaka","1,600 sqft",3,3,20 Thousand
219,"South Badda, Badda, Dhaka","1,200 sqft",3,3,19 Thousand
220,"Shantinagar, Dhaka","1,620 sqft",4,4,35 Thousand
221,"RK Mission Road, Gopibag, Motijheel, Dhaka",800 sqft,2,2,15 Thousand
222,"Sector 2, Block F, Aftab Nagar, Dhaka","1,050 sqft",3,3,20 Thousand
223,"Sector 2, Block F, Aftab Nagar, Dhaka","1,050 sqft",3,3,20 Thousand
224,"Block D, Banasree, Dhaka",900 sqft,3,2,13 Thousand
225,"Nikunja 2, Nikunja, Dhaka","1,600 sqft",3,4,45 Thousand
226,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",4,3,2 Lakh
227,"Sector 3, Uttara, Dhaka","2,300 sqft",4,4,50 Thousand
228,"Bashundhara R-A, Dhaka","1,800 sqft",4,4,40 Thousand
229,"Block D, Bashundhara R-A, Dhaka","2,200 sqft",3,4,38 Thousand
230,"Sector 10, Uttara, Dhaka","1,500 sqft",3,3,22 Thousand
231,"Shahjadpur, Badda, Dhaka","1,000 sqft",3,2,23 Thousand
232,"Shantinagar, Dhaka","1,710 sqft",3,3,35 Thousand
233,"Block C, Section 12, Mirpur, Dhaka","1,200 sqft",3,3,30 Thousand
234,"Section 1, Mirpur, Dhaka","1,800 sqft",4,4,22 Thousand
235,"Block C, Bashundhara R-A, Dhaka","1,800 sqft",3,4,35 Thousand
236,"Block D, Section 11, Mirpur, Dhaka",800 sqft,2,2,14 Thousand
237,"Block D, Section 11, Mirpur, Dhaka",800 sqft,2,2,14 Thousand
238,"Mohammadpur, Dhaka",900 sqft,2,2,16 Thousand
239,"Sector 11, Uttara, Dhaka",750 sqft,2,1,12 Thousand
240,"Naya Paltan, Motijheel, Dhaka","1,400 sqft",4,3,40 Thousand
241,"Sector 6, Uttara, Dhaka","1,000 sqft",2,1,25 Thousand
242,Dhaka,700 sqft,2,1,10.5 Thousand
243,"Dhanmondi, Dhaka","1,200 sqft",3,3,43 Thousand
244,"Sector 13, Uttara, Dhaka",800 sqft,2,2,17 Thousand
245,"Sector 6, Uttara, Dhaka","2,900 sqft",4,4,60 Thousand
246,"Nikunja 2, Nikunja, Dhaka",800 sqft,2,2,19.7 Thousand
247,"Block D, Banasree, Dhaka",750 sqft,2,2,15 Thousand
248,"Block H, Bashundhara R-A, Dhaka",600 sqft,1,1,12 Thousand
249,"Block I, Bashundhara R-A, Dhaka","1,650 sqft",3,3,25 Thousand
250,"Gulshan 1, Gulshan, Dhaka","2,000 sqft",4,4,70 Thousand
251,"Banani, Dhaka","1,900 sqft",3,3,55 Thousand
252,"Block I, Bashundhara R-A, Dhaka","1,500 sqft",3,4,22 Thousand
253,"East Rampura, Rampura, Dhaka","1,175 sqft",3,2,17 Thousand
254,"Block F, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
255,"Block B, Bashundhara R-A, Dhaka","2,200 sqft",3,4,45 Thousand
256,"Block H, Bashundhara R-A, Dhaka","1,550 sqft",3,3,25 Thousand
257,"Dhanmondi, Dhaka","1,300 sqft",3,3,30 Thousand
258,"Block C, Aftab Nagar, Dhaka","1,100 sqft",3,2,15 Thousand
259,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",4,3,2 Lakh
260,"Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,800 sqft",3,3,22 Thousand
261,"Block C, Bashundhara R-A, Dhaka","2,280 sqft",3,4,30 Thousand
262,"Hazaribag, Dhaka","1,000 sqft",3,4,22 Thousand
263,"Sector 12, Uttara, Dhaka","1,000 sqft",2,2,16.5 Thousand
264,"Sector 12, Uttara, Dhaka",900 sqft,2,2,17 Thousand
265,"Gulshan 2, Gulshan, Dhaka","3,600 sqft",4,5,90 Thousand
266,"Banani, Dhaka","2,450 sqft",4,5,70 Thousand
267,"Dhanmondi, Dhaka","2,550 sqft",4,5,80 Thousand
268,"Block B, Bashundhara R-A, Dhaka","2,500 sqft",3,4,52 Thousand
269,"Mollika R/A, Section 7, Mirpur, Dhaka",700 sqft,2,2,13 Thousand
270,"Cantonment, Dhaka","1,000 sqft",3,3,21 Thousand
271,"West Pirerbag, Pirerbag, Mirpur, Dhaka",850 sqft,2,2,12 Thousand
272,"Mollartek, Dakshin Khan, Dhaka","1,050 sqft",3,3,16 Thousand
273,"Block A, Bashundhara R-A, Dhaka","1,800 sqft",3,3,35 Thousand
274,"Sector 9, Uttara, Dhaka",900 sqft,2,2,20 Thousand
275,"Sector 14, Uttara, Dhaka",950 sqft,2,2,17 Thousand
276,"Sector 9, Uttara, Dhaka","1,250 sqft",3,3,25 Thousand
277,"Block F, Bashundhara R-A, Dhaka","1,565 sqft",3,3,27 Thousand
278,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800 sqft,2,2,16 Thousand
279,"Road No 7, Block E, Banasree, Dhaka",900 sqft,3,2,17 Thousand
280,"Gulshan 1, Gulshan, Dhaka","3,950 sqft",4,4,1.7 Lakh
281,"Dhanmondi, Dhaka","1,660 sqft",3,3,40 Thousand
282,"Banani, Dhaka","1,703 sqft",3,4,50 Thousand
283,"Sector 13, Uttara, Dhaka",600 sqft,2,1,18 Thousand
284,"Baridhara, Dhaka","2,600 sqft",3,3,1.8 Lakh
285,"Block D, Bashundhara R-A, Dhaka","2,300 sqft",4,4,50 Thousand
286,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,13 Thousand
287,"Meradia, Khilgaon, Dhaka","1,600 sqft",3,3,20 Thousand
288,"Meradia, Khilgaon, Dhaka","1,600 sqft",3,3,20 Thousand
289,"Meradia, Khilgaon, Dhaka","1,600 sqft",3,3,20 Thousand
290,"Shantibag, Malibagh, Dhaka","1,075 sqft",3,3,25 Thousand
291,"Taltola, Agargaon, Dhaka","1,000 sqft",3,2,18 Thousand
292,"Block A, Mohanagar Housing, West Rampura, Rampura, Dhaka","1,700 sqft",3,4,30 Thousand
293,"Block C, Bashundhara R-A, Dhaka","1,600 sqft",3,3,32 Thousand
294,"Sector 12, Uttara, Dhaka","1,550 sqft",3,3,60 Thousand
295,"Gulshan 2, Gulshan, Dhaka","3,000 sqft",3,3,1.2 Lakh
296,"Block F, Banasree, Dhaka","1,250 sqft",3,3,22 Thousand
297,"Block H, Bashundhara R-A, Dhaka","1,500 sqft",3,4,25 Thousand
298,"Eskaton, Dhaka","1,725 sqft",3,3,35 Thousand
299,"Sector 12, Uttara, Dhaka","1,550 sqft",3,3,60 Thousand
300,"Block A, Bashundhara R-A, Dhaka","2,100 sqft",3,3,45 Thousand
301,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",920 sqft,3,3,65 Thousand
302,"Block A, Bashundhara R-A, Dhaka","1,888 sqft",3,4,40 Thousand
303,"Block A, Bashundhara R-A, Dhaka","1,888 sqft",3,4,40 Thousand
304,"Baridhara, Dhaka","2,580 sqft",4,4,1.4 Lakh
305,"Block J, Bashundhara R-A, Dhaka","2,500 sqft",4,4,35 Thousand
306,"Block F, Bashundhara R-A, Dhaka","1,735 sqft",3,3,37 Thousand
307,"Shiddheswari, Dhaka",550 sqft,2,2,19 Thousand
308,"Block K, Bashundhara R-A, Dhaka","1,200 sqft",2,2,15 Thousand
309,"Senpara Parbata, Section 10, Mirpur, Dhaka","1,250 sqft",4,3,18 Thousand
310,"Azimpur, Lalbagh, Dhaka",950 sqft,3,2,18 Thousand
311,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,18 Thousand
312,"Gulshan 2, Gulshan, Dhaka","2,250 sqft",3,3,90 Thousand
313,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",4,4,2 Lakh
314,"Block B, Bashundhara R-A, Dhaka","1,905 sqft",3,3,32 Thousand
315,"Block J, Bashundhara R-A, Dhaka","1,250 sqft",3,3,19 Thousand
316,"Sector 3, Uttara, Dhaka","2,100 sqft",3,3,55 Thousand
317,"Banani, Dhaka","1,975 sqft",3,4,70 Thousand
318,"Banani, Dhaka","1,700 sqft",3,4,50 Thousand
319,"Sector 13, Uttara, Dhaka","1,000 sqft",3,2,22 Thousand
320,"Block F, Bashundhara R-A, Dhaka","1,950 sqft",3,4,27 Thousand
321,"Lalmatia, Dhaka","2,100 sqft",4,3,50 Thousand
322,"PC Culture Housing, Mohammadpur, Dhaka","1,500 sqft",4,4,22 Thousand
323,"Block I, Bashundhara R-A, Dhaka","1,490 sqft",3,3,24 Thousand
324,"Block C, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",750 sqft,2,2,15 Thousand
325,"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",550 sqft,1,1,12.5 Thousand
326,"Sector 13, Uttara, Dhaka","1,450 sqft",3,3,31.2 Thousand
327,"Block I, Bashundhara R-A, Dhaka","2,200 sqft",3,4,30 Thousand
328,"Mohammadia Housing Society, Mohammadpur, Dhaka",600 sqft,2,1,11 Thousand
329,"Mirpur, Dhaka",950 sqft,2,2,18 Thousand
330,"Gulshan 1, Gulshan, Dhaka","1,850 sqft",3,3,50 Thousand
331,"Banani, Dhaka","1,880 sqft",3,3,70 Thousand
332,"Block C, Bashundhara R-A, Dhaka","3,100 sqft",4,4,55 Thousand
333,"Gulshan 2, Gulshan, Dhaka","2,500 sqft",3,3,1 Lakh
334,"Block A, Mohanagar Housing, West Rampura, Rampura, Dhaka","1,700 sqft",3,4,30 Thousand
335,"Banani, Dhaka","1,650 sqft",3,4,60 Thousand
336,"Block C, Bashundhara R-A, Dhaka","1,450 sqft",3,3,25 Thousand
337,"Shegunbagicha, Dhaka","1,350 sqft",2,3,28 Thousand
338,"Mirpur, Dhaka",900 sqft,2,2,12 Thousand
339,"Sector 12, Uttara, Dhaka","1,000 sqft",2,2,18 Thousand
340,"Gulshan 2, Gulshan, Dhaka","2,977 sqft",3,3,1.85 Lakh
341,"Kachukhet, Dhaka",750 sqft,2,2,14.5 Thousand
342,"East Kazipara, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
343,"South Chalabon, Dakshin Khan, Dhaka",700 sqft,2,2,8 Thousand
344,"Gulshan 2, Gulshan, Dhaka","3,200 sqft",4,5,1.6 Lakh
